T (F),Vdot (gal/min),CA_in (lbmol/gal),CY_in (lbmol/gal),CZ_in (lbmol/gal),CA_out (lbmol/gal)
130.00000000000006,0.5,0.02,0.03,0.03,0.0184
130.00000000000006,0.5,0.03,0,0,0.0147
130.00000000000006,0.5,0.03,0,0.01,0.0165
130.00000000000006,0.5,0.03,0,0.02,0.0172
130.00000000000006,0.5,0.03,0,0.03,0.016
130.00000000000006,0.5,0.03,0.01,0,0.0156
130.00000000000006,0.5,0.03,0.01,0.01,0.016
130.00000000000006,0.5,0.03,0.01,0.02,0.0178
130.00000000000006,0.5,0.03,0.01,0.03,0.0212
130.00000000000006,0.5,0.03,0.02,0,0.0171
130.00000000000006,0.5,0.03,0.02,0.01,0.0187
130.00000000000006,0.5,0.03,0.02,0.02,0.0212
130.00000000000006,0.5,0.03,0.02,0.03,0.0211
130.00000000000006,0.5,0.03,0.03,0,0.0174
130.00000000000006,0.5,0.03,0.03,0.01,0.0187
130.00000000000006,0.5,0.03,0.03,0.02,0.0211
130.00000000000006,0.5,0.03,0.03,0.03,0.0232
130.00000000000006,1,0.01,0,0,0.0072
130.00000000000006,1,0.01,0,0.01,0.0076
130.00000000000006,1,0.01,0,0.02,0.0075
130.00000000000006,1,0.01,0,0.03,0.0081
130.00000000000006,1,0.01,0.01,0,0.0077
130.00000000000006,1,0.01,0.01,0.01,0.0081
130.00000000000006,1,0.01,0.01,0.02,0.0094
130.00000000000006,1,0.01,0.01,0.03,0.0108
130.00000000000006,1,0.01,0.02,0,0.0079
130.00000000000006,1,0.01,0.02,0.01,0.0091
130.00000000000006,1,0.01,0.02,0.02,0.0111
130.00000000000006,1,0.01,0.02,0.03,0.0121
130.00000000000006,1,0.01,0.03,0,0.008
130.00000000000006,1,0.01,0.03,0.01,0.0101
130.00000000000006,1,0.01,0.03,0.02,0.0128
130.00000000000006,1,0.01,0.03,0.03,0.0143
130.00000000000006,1,0.02,0,0,0.0129
130.00000000000006,1,0.02,0,0.01,0.0134
130.00000000000006,1,0.02,0,0.02,0.0139
130.00000000000006,1,0.02,0,0.03,0.014
130.00000000000006,1,0.02,0.01,0,0.0134
130.00000000000006,1,0.02,0.01,0.01,0.0142
130.00000000000006,1,0.02,0.01,0.02,0.0147
130.00000000000006,1,0.02,0.01,0.03,0.0155
130.00000000000006,1,0.02,0.02,0,0.0134
130.00000000000006,1,0.02,0.02,0.01,0.0139
130.00000000000006,1,0.02,0.02,0.02,0.0174
130.00000000000006,1,0.02,0.02,0.03,0.0178
130.00000000000006,1,0.02,0.03,0,0.0131
130.00000000000006,1,0.02,0.03,0.01,0.0156
130.00000000000006,1,0.02,0.03,0.02,0.0172
130.00000000000006,1,0.02,0.03,0.03,0.0189
130.00000000000006,1,0.03,0,0,0.0178
130.00000000000006,1,0.03,0,0.01,0.0173
130.00000000000006,1,0.03,0,0.02,0.0178
130.00000000000006,1,0.03,0,0.03,0.0188
130.00000000000006,1,0.03,0.01,0,0.0172
130.00000000000006,1,0.03,0.01,0.01,0.019
130.00000000000006,1,0.03,0.01,0.02,0.0211
130.00000000000006,1,0.03,0.01,0.03,0.0218
130.00000000000006,1,0.03,0.02,0,0.0186
130.00000000000006,1,0.03,0.02,0.01,0.0189
130.00000000000006,1,0.03,0.02,0.02,0.0221
130.00000000000006,1,0.03,0.02,0.03,0.0224
130.00000000000006,1,0.03,0.03,0,0.0201
130.00000000000006,1,0.03,0.03,0.01,0.02
130.00000000000006,1,0.03,0.03,0.02,0.0229
130.00000000000006,1,0.03,0.03,0.03,0.0246
130.00000000000006,1.5,0.01,0,0,0.0071
130.00000000000006,1.5,0.01,0,0.01,0.0079
130.00000000000006,1.5,0.01,0,0.02,0.008
130.00000000000006,1.5,0.01,0,0.03,0.0082
130.00000000000006,1.5,0.01,0.01,0,0.0077
130.00000000000006,1.5,0.01,0.01,0.01,0.0084
130.00000000000006,1.5,0.01,0.01,0.02,0.0097
130.00000000000006,1.5,0.01,0.01,0.03,0.0104
130.00000000000006,1.5,0.01,0.02,0,0.0077
130.00000000000006,1.5,0.01,0.02,0.01,0.0093
130.00000000000006,1.5,0.01,0.02,0.02,0.0112
130.00000000000006,1.5,0.01,0.02,0.03,0.0122
130.00000000000006,1.5,0.01,0.03,0,0.0083
130.00000000000006,1.5,0.01,0.03,0.01,0.0105
130.00000000000006,1.5,0.01,0.03,0.02,0.0121
130.00000000000006,1.5,0.01,0.03,0.03,0.0134
130.00000000000006,1.5,0.02,0,0,0.0124
130.00000000000006,1.5,0.02,0,0.01,0.013
130.00000000000006,1.5,0.02,0,0.02,0.0131
130.00000000000006,1.5,0.02,0,0.03,0.0148
130.00000000000006,1.5,0.02,0.01,0,0.0131
130.00000000000006,1.5,0.02,0.01,0.01,0.0141
130.00000000000006,1.5,0.02,0.01,0.02,0.0151
130.00000000000006,1.5,0.02,0.01,0.03,0.0165
130.00000000000006,1.5,0.02,0.02,0,0.0135
130.00000000000006,1.5,0.02,0.02,0.01,0.0152
130.00000000000006,1.5,0.02,0.02,0.02,0.0162
130.00000000000006,1.5,0.02,0.02,0.03,0.0174
130.00000000000006,1.5,0.02,0.03,0,0.0134
130.00000000000006,1.5,0.02,0.03,0.01,0.0166
130.00000000000006,1.5,0.02,0.03,0.02,0.0188
130.00000000000006,1.5,0.02,0.03,0.03,0.0186
130.00000000000006,1.5,0.03,0,0,0.0167
130.00000000000006,1.5,0.03,0,0.01,0.0175
130.00000000000006,1.5,0.03,0,0.02,0.0192
130.00000000000006,1.5,0.03,0,0.03,0.0183
130.00000000000006,1.5,0.03,0.01,0,0.0178
130.00000000000006,1.5,0.03,0.01,0.01,0.0205
130.00000000000006,1.5,0.03,0.01,0.02,0.0208
130.00000000000006,1.5,0.03,0.01,0.03,0.0219
130.00000000000006,1.5,0.03,0.02,0,0.0201
130.00000000000006,1.5,0.03,0.02,0.01,0.0209
130.00000000000006,1.5,0.03,0.02,0.02,0.021
130.00000000000006,1.5,0.03,0.02,0.03,0.0228
130.00000000000006,1.5,0.03,0.03,0,0.0203
130.00000000000006,1.5,0.03,0.03,0.01,0.0203
130.00000000000006,1.5,0.03,0.03,0.02,0.0232
130.00000000000006,1.5,0.03,0.03,0.03,0.0244
130.00000000000006,2,0.01,0,0,0.0078
130.00000000000006,2,0.01,0,0.01,0.0079
130.00000000000006,2,0.01,0,0.02,0.008
130.00000000000006,2,0.01,0,0.03,0.0079
130.00000000000006,2,0.01,0.01,0,0.0077
130.00000000000006,2,0.01,0.01,0.01,0.009
130.00000000000006,2,0.01,0.01,0.02,0.0092
130.00000000000006,2,0.01,0.01,0.03,0.0107
130.00000000000006,2,0.01,0.02,0,0.0081
130.00000000000006,2,0.01,0.02,0.01,0.0098
130.00000000000006,2,0.01,0.02,0.02,0.0108
130.00000000000006,2,0.01,0.02,0.03,0.0122
130.00000000000006,2,0.01,0.03,0,0.0088
130.00000000000006,2,0.01,0.03,0.01,0.0107
130.00000000000006,2,0.01,0.03,0.02,0.0116
130.00000000000006,2,0.01,0.03,0.03,0.0134
130.00000000000006,2,0.02,0,0,0.0136
130.00000000000006,2,0.02,0,0.01,0.0144
130.00000000000006,2,0.02,0,0.02,0.0146
130.00000000000006,2,0.02,0,0.03,0.0143
130.00000000000006,2,0.02,0.01,0,0.0138
130.00000000000006,2,0.02,0.01,0.01,0.0145
130.00000000000006,2,0.02,0.01,0.02,0.015
130.00000000000006,2,0.02,0.01,0.03,0.0162
130.00000000000006,2,0.02,0.02,0,0.0149
130.00000000000006,2,0.02,0.02,0.01,0.0155
130.00000000000006,2,0.02,0.02,0.02,0.018
130.00000000000006,2,0.02,0.02,0.03,0.0184
130.00000000000006,2,0.02,0.03,0,0.0149
130.00000000000006,2,0.02,0.03,0.01,0.0167
130.00000000000006,2,0.02,0.03,0.02,0.0188
130.00000000000006,2,0.02,0.03,0.03,0.0187
130.00000000000006,2,0.03,0,0,0.0185
130.00000000000006,2,0.03,0,0.01,0.0191
130.00000000000006,2,0.03,0,0.02,0.0191
130.00000000000006,2,0.03,0,0.03,0.0198
130.00000000000006,2,0.03,0.01,0,0.0206
130.00000000000006,2,0.03,0.01,0.01,0.0195
130.00000000000006,2,0.03,0.01,0.02,0.021
130.00000000000006,2,0.03,0.01,0.03,0.0215
130.00000000000006,2,0.03,0.02,0,0.0215
130.00000000000006,2,0.03,0.02,0.01,0.0222
130.00000000000006,2,0.03,0.02,0.02,0.0212
130.00000000000006,2,0.03,0.02,0.03,0.0225
130.00000000000006,2,0.03,0.03,0,0.0212
130.00000000000006,2,0.03,0.03,0.01,0.0221
130.00000000000006,2,0.03,0.03,0.02,0.0247
130.00000000000006,2,0.03,0.03,0.03,0.0242
130.00000000000006,2.5,0.01,0,0,0.0082
130.00000000000006,2.5,0.01,0,0.01,0.0083
130.00000000000006,2.5,0.01,0,0.02,0.0085
130.00000000000006,2.5,0.01,0,0.03,0.0085
130.00000000000006,2.5,0.01,0.01,0,0.0082
130.00000000000006,2.5,0.01,0.01,0.01,0.009
130.00000000000006,2.5,0.01,0.01,0.02,0.0094
130.00000000000006,2.5,0.01,0.01,0.03,0.01
130.00000000000006,2.5,0.01,0.02,0,0.0085
130.00000000000006,2.5,0.01,0.02,0.01,0.0092
130.00000000000006,2.5,0.01,0.02,0.02,0.0104
130.00000000000006,2.5,0.01,0.02,0.03,0.0113
130.00000000000006,2.5,0.01,0.03,0,0.0087
130.00000000000006,2.5,0.01,0.03,0.01,0.0098
130.00000000000006,2.5,0.01,0.03,0.02,0.0121
130.00000000000006,2.5,0.01,0.03,0.03,0.0128
130.00000000000006,2.5,0.02,0,0,0.0149
130.00000000000006,2.5,0.02,0,0.01,0.0146
130.00000000000006,2.5,0.02,0,0.02,0.016
130.00000000000006,2.5,0.02,0,0.03,0.0154
130.00000000000006,2.5,0.02,0.01,0,0.0144
130.00000000000006,2.5,0.02,0.01,0.01,0.0154
130.00000000000006,2.5,0.02,0.01,0.02,0.0165
130.00000000000006,2.5,0.02,0.01,0.03,0.0174
130.00000000000006,2.5,0.02,0.02,0,0.0143
130.00000000000006,2.5,0.02,0.02,0.01,0.0161
130.00000000000006,2.5,0.02,0.02,0.02,0.0183
130.00000000000006,2.5,0.02,0.02,0.03,0.0177
130.00000000000006,2.5,0.02,0.03,0,0.0147
130.00000000000006,2.5,0.02,0.03,0.01,0.0166
130.00000000000006,2.5,0.02,0.03,0.02,0.0188
130.00000000000006,2.5,0.02,0.03,0.03,0.0197
130.00000000000006,2.5,0.03,0,0,0.0213
130.00000000000006,2.5,0.03,0,0.01,0.0209
130.00000000000006,2.5,0.03,0,0.02,0.0204
130.00000000000006,2.5,0.03,0,0.03,0.0225
130.00000000000006,2.5,0.03,0.01,0,0.0192
130.00000000000006,2.5,0.03,0.01,0.01,0.0213
130.00000000000006,2.5,0.03,0.01,0.02,0.0227
130.00000000000006,2.5,0.03,0.01,0.03,0.0227
130.00000000000006,2.5,0.03,0.02,0,0.0204
130.00000000000006,2.5,0.03,0.02,0.01,0.0226
130.00000000000006,2.5,0.03,0.02,0.02,0.0221
130.00000000000006,2.5,0.03,0.02,0.03,0.0235
130.00000000000006,2.5,0.03,0.03,0,0.0201
130.00000000000006,2.5,0.03,0.03,0.01,0.0218
130.00000000000006,2.5,0.03,0.03,0.02,0.0236
130.00000000000006,2.5,0.03,0.03,0.03,0.0262
